id,plate,price,area,year
48177,M050YA125,60000,Primorsky Krai,2023
48178,M111MB777,1200000,Moscow,2024
48179,H077HH96,550000,Sverdlovsk Oblast,2024
48180,H559TO797,24999,Moscow,2024
48181,C443HO797,45000,Moscow,2025
48182,A411YE199,150000,Moscow,2023
48183,A411YE199,90000,Moscow,2024
48184,O070TH193,50000,Krasnodar Krai,2024
48185,X001PP47,500000,Leningrad Oblast,2024
48186,A141OA252,30000,Nizhny Novgorod Oblast,2024
48187,X767YY05,50000,Republic of Dagestan,2025
48188,K123KC26,120000,Stavropol Krai,2025
48189,C005KE790,150000,Moscow Oblast,2025
48190,A151YE197,50000,Moscow,2024
48191,Y404HP161,50000,Rostov Oblast,2022
48192,T666KO777,500000,Moscow,2024
48193,B006CX190,120000,Moscow Oblast,2023
48194,X585CA90,50000,Moscow Oblast,2021
48195,X585CA90,80000,Moscow Oblast,2021
48196,H444HK102,1200000,Republic of Bashkortostan,2024
48197,K677PE777,70000,Moscow,2024
48198,Y181ET977,50000,Moscow,2025
48199,X010KO19,60000,Republic of Khakassia,2022
48200,B077PH777,450000,Moscow,2024
48201,A021XC797,70000,Moscow,2025
48202,E006BH156,45000,Orenburg Oblast,2023
48203,O300OP797,340000,Moscow,2024
48204,H750XK750,180000,Moscow Oblast,2024
48205,B790HX790,90000,Moscow Oblast,2022
48206,B790HX790,80000,Moscow Oblast,2022
48207,A050TK69,300000,Tver Oblast,2024
48208,A005YE93,500000,Krasnodar Krai,2022
48209,X666HC150,255000,Moscow Oblast,2025
48210,M079YE790,50000,Moscow Oblast,2024
48211,K770KH774,800000,Chelyabinsk Oblast,2023
48212,M906MC57,30000,Oryol Oblast,2024
48213,K856EB199,50000,Moscow,2024
48214,C010HA777,200000,Moscow,2025
48215,E161XY790,40000,Moscow Oblast,2025
48216,K003XE750,90000,Moscow Oblast,2024
48217,H152ET152,500000,Nizhny Novgorod Oblast,2023
48218,B800TX161,130000,Rostov Oblast,2024
48219,X005EX97,1000000,Moscow,2025
48220,B999TP750,290000,Moscow Oblast,2025
48221,A315YE93,150000,Krasnodar Krai,2022
48222,M030XC21,80000,Chuvash Republic,2024
48223,E124EH977,70000,Moscow,2025
48224,X111EP35,111000,Vologda Oblast,2024
48225,B999OC197,575000,Moscow,2024
48226,M006XY777,225000,Moscow,2025
48227,T400HK797,700000,Moscow,2024
48228,B031TA797,50000,Moscow,2025
48229,O525AE550,80000,Moscow Oblast,2024
48230,A440CK797,100000,Moscow,2024
48231,A266MM197,500000,Moscow,2024
48232,A828CY190,300000,Moscow Oblast,2024
48233,O713OH797,90000,Moscow,2024
48234,C505YC77,150000,Moscow,2023
48235,C505YC77,285000,Moscow,2024
48236,B800CA790,60000,Moscow Oblast,2023
48237,X002XH199,250000,Moscow,2022
48238,H855BB78,200000,Saint Petersburg,2023
48239,P008YT99,300000,Moscow,2025
48240,H700TB790,110000,Moscow Oblast,2023
48241,H700TB790,120000,Moscow Oblast,2024
48242,Y008BC193,250000,Krasnodar Krai,2022
48243,B406OP177,145000,Moscow,2024
48244,T080OC150,38000,Moscow Oblast,2023
48245,C022OP790,80000,Moscow Oblast,2025
48246,X753PT797,30000,Moscow,2024
48247,M008TY34,111000,Volgograd Oblast,2023
48248,T500YH197,200000,Moscow,2024
48249,H999OP197,220000,Moscow,2021
48250,K300KA790,130000,Moscow Oblast,2025
48251,E021BB550,80000,Moscow Oblast,2025
48252,B657AA250,21999,Moscow Oblast,2024
48253,B787YA193,45000,Krasnodar Krai,2024
48254,Y777TK97,1600000,Moscow,2025
48255,H787PK777,240000,Moscow,2024
48256,Y614PE797,70000,Moscow,2024
48257,M003MO150,700000,Moscow Oblast,2023
48258,B747EY799,40000,Moscow,2023
48259,M099YC26,200000,Stavropol Krai,2024
48260,M999XC77,800000,Moscow,2025
48261,P001MK14,500000,Sakha Republic,2023
48262,B888PB76,200000,Yaroslavl Oblast,2022
48263,M997CC790,90000,Moscow Oblast,2022
48264,P999AT64,680000,Saratov Oblast,2024
48265,O225CA05,45000,Republic of Dagestan,2024
48266,M700CY790,80000,Moscow Oblast,2022
48267,H911XM777,230000,Moscow,2025
48268,H575MX797,60000,Moscow,2025
48269,B575OC150,100000,Moscow Oblast,2023
48270,Y777PT150,199000,Moscow Oblast,2023
48271,C410KP777,2500000,Moscow,2024
48272,B100PB97,300000,Moscow,2023
48273,O088YA777,170000,Moscow,2024
48274,O088YA777,150000,Moscow,2025
48275,C630KA977,163000,Moscow,2025
48276,X060TT77,500000,Moscow,2024
48277,T153OH797,30000,Moscow,2024
48278,P991MP77,2500000,Moscow,2025
48279,A090PA190,300000,Moscow Oblast,2023
48280,M010OY10,110000,Republic of Karelia,2023
48281,C282KP16,800000,Republic of Tatarstan,2024
48282,E396CY797,60000,Moscow,2025
48283,K197BM197,350000,Moscow,2025
48284,P700OP76,150000,Yaroslavl Oblast,2024
48285,K836AB550,60000,Moscow Oblast,2025
48286,E500AO799,100000,Moscow,2022
48287,E500AO799,90000,Moscow,2022
48288,E500AO799,85000,Moscow,2023
48289,A099PA716,350000,Republic of Tatarstan,2023
48290,K001KT97,1500000,Moscow,2024
48291,O076OO09,600000,Karachay-Cherkess Republic,2024
48292,Y777XP197,950000,Moscow,2025
48293,P911KA90,350000,Moscow Oblast,2024
48294,M713AX977,170000,Moscow,2024
48295,M713AX977,150000,Moscow,2024
48296,M713AX977,170000,Moscow,2024
48297,M713AX977,150000,Moscow,2024
48298,H113OY797,45000,Moscow,2025
48299,H021AB250,55000,Moscow Oblast,2025
48300,X500XX19,500000,Republic of Khakassia,2023
48301,E200XM36,40000,Voronezh Oblast,2024
48302,M996MM197,465000,Moscow,2021
48303,A817AC550,60000,Moscow Oblast,2025
48304,E800PY797,140000,Moscow,2024
48305,Y463CO797,50000,Moscow,2025
48306,E303YH33,50000,Vladimir Oblast,2023
48307,E002MK14,200000,Sakha Republic,2023
48308,M365YP76,200000,Yaroslavl Oblast,2024
48309,M009MK790,500000,Moscow Oblast,2022
48310,H039PX777,255000,Moscow,2025
48311,C800HH193,220000,Krasnodar Krai,2025
48312,Y923CE797,60000,Moscow,2025
48313,E891CO797,55000,Moscow,2025
48314,A934BE252,35000,Nizhny Novgorod Oblast,2024
48315,O799CO199,199000,Moscow,2023
48316,H222KB40,160000,Kaluga Oblast,2024
48317,K110AK250,24999,Moscow Oblast,2025
48318,E444CO97,200000,Moscow,2023
48319,E444CO97,370000,Moscow,2024
48320,K077PB134,180000,Volgograd Oblast,2024
48321,P699OO777,70000,Moscow,2022
48322,P699OO777,150000,Moscow,2022
48323,H222CA150,200000,Moscow Oblast,2023
48324,K333YE70,260000,Tomsk Oblast,2024
48325,M063AX799,330000,Moscow,2024
48326,K557MC790,120000,Moscow Oblast,2023
48327,P770YC777,450000,Moscow,2022
48328,P770YC777,350000,Moscow,2022
48329,E307KE37,20000,Ivanovo Oblast,2022
48330,T037XO193,30000,Krasnodar Krai,2024
48331,C848AH550,100000,Moscow Oblast,2025
48332,H820PM797,70000,Moscow,2024
48333,M222AH190,150000,Moscow Oblast,2022
48334,Y222EB177,400000,Moscow,2024
48335,Y222EB177,365000,Moscow,2025
48336,M949EP97,290000,Moscow,2024
48337,B177TO797,65000,Moscow,2025
48338,K600HB03,65000,Republic of Buryatia,2023
48339,A597AE550,60000,Moscow Oblast,2025
48340,H006AP97,350000,Moscow,2024
48341,P400AB977,50000,Moscow,2023
48342,P400AB977,30000,Moscow,2023
48343,Y041MY797,35000,Moscow,2022
48344,P272AA163,35000,Samara Oblast,2023
48345,M880BA977,120000,Moscow,2023
48346,E035EO797,60000,Moscow,2025
48347,B800KX69,80000,Tver Oblast,2022
48348,K435KK150,150000,Moscow Oblast,2022
48349,Y531YY23,400000,Krasnodar Krai,2024
48350,A014BK550,40000,Moscow Oblast,2025
48351,A312OP797,30000,Moscow,2024
48352,B222AY716,550000,Republic of Tatarstan,2023
48353,A400XP799,80000,Moscow,2023
48354,Y300TX79,100000,Jewish Autonomous Oblast,2023
48355,E773TO797,60000,Moscow,2024
48356,T001OH97,1100000,Moscow,2024
48357,X700CH62,500000,Ryazan Oblast,2023
48358,Y584EC790,60000,Moscow Oblast,2024
48359,K777YE177,580000,Moscow,2022
48360,Y061PX777,50000,Moscow,2023
48361,E700XT197,200000,Moscow,2023
48362,O035HX797,55000,Moscow,2025
48363,Y629OA797,30000,Moscow,2024
48364,K005BC138,90000,Irkutsk Oblast,2022
48365,X004TT123,200000,Krasnodar Krai,2023
48366,E625EE98,80000,Saint Petersburg,2023
48367,C555OE790,250000,Moscow Oblast,2024
48368,X571XX99,800000,Moscow,2024
48369,M710AH550,60000,Moscow Oblast,2025
48370,Y222AO750,300000,Moscow Oblast,2025
48371,Y222AO750,290000,Moscow Oblast,2025
48372,X065AH64,750000,Saratov Oblast,2024
48373,C055KP750,400000,Moscow Oblast,2025
48374,K111YX33,350000,Vladimir Oblast,2023
48375,K111YX33,140000,Vladimir Oblast,2023
48376,Y777TY750,350000,Moscow Oblast,2023
48377,Y777TY750,300000,Moscow Oblast,2023
48378,K878TH797,90000,Moscow,2024
48379,E161EE93,630000,Krasnodar Krai,2024
48380,B190CB190,120000,Moscow Oblast,2022
48381,B464XB59,25000,Perm Krai,2024
48382,O900EC790,110000,Moscow Oblast,2024
48383,M040KA761,80000,Rostov Oblast,2024
48384,B981TP797,60000,Moscow,2024
48385,H333YM790,230000,Moscow Oblast,2024
48386,H333YM790,270000,Moscow Oblast,2024
48387,O709AA550,65000,Moscow Oblast,2024
48388,O064PX32,30000,Bryansk Oblast,2024
48389,O007XE777,1550000,Moscow,2025
48390,E492KX57,80000,Oryol Oblast,2023
48391,C924KK977,70000,Moscow,2024
48392,E202HM763,60000,Samara Oblast,2023
48393,B581TC797,60000,Moscow,2024
48394,C828OH22,150000,Altai Krai,2024
48395,M060KH797,90000,Moscow,2022
48396,M060KH797,45000,Moscow,2022
48397,E130TX797,60000,Moscow,2025
48398,H250OX199,50000,Moscow,2023
48399,A816AA197,600000,Moscow,2023
48400,A816AA197,699990,Moscow,2023
48401,A001PY69,180000,Tver Oblast,2022
48402,A800AY790,130000,Moscow Oblast,2023
48403,A800AY790,105000,Moscow Oblast,2023
48404,C656HC198,35000,Saint Petersburg,2024
48405,T555OM790,200000,Moscow Oblast,2024
48406,X177AH77,500000,Moscow,2022
48407,A035YE161,75000,Rostov Oblast,2023
48408,A035YE161,200000,Rostov Oblast,2023
48409,M696XK31,50000,Belgorod Oblast,2022
48410,O654KC05,40000,Republic of Dagestan,2024
48411,K004TH777,150000,Moscow,2022
48412,K004TH777,220000,Moscow,2025
48413,C002YH77,550000,Moscow,2025
48414,O444AH790,110000,Moscow Oblast,2021
48415,E333HX750,180000,Moscow Oblast,2024
48416,T077KO197,160000,Moscow,2024
48417,T077KO197,150000,Moscow,2025
48418,T939AE550,90000,Moscow Oblast,2025
48419,K600XB77,99000,Moscow,2022
48420,B505XB98,60000,Saint Petersburg,2022
48421,A121YE01,500000,Republic of Adygea,2024
48422,B555PT197,250000,Moscow,2023
48423,E878PT93,30000,Krasnodar Krai,2023
48424,A001MB97,1500000,Moscow,2025
48425,A001MB97,1400000,Moscow,2025
48426,P003BE750,150000,Moscow Oblast,2022
48427,Y800AA177,100000,Moscow,2021
48428,C585EC57,50000,Oryol Oblast,2023
48429,K868YK77,150000,Moscow,2023
48430,B711PP797,40000,Moscow,2025
48431,O050YB777,200000,Moscow,2025
48432,K929PA99,1500000,Moscow,2023
48433,M644MM77,2000000,Moscow,2024
48434,Y099KM99,350000,Moscow,2022
48435,Y099KM99,300000,Moscow,2023
48436,E995KX08,50000,Republic of Kalmykia,2022
48437,M900TX797,200000,Moscow,2024
48438,O111PP40,150000,Kaluga Oblast,2023
48439,Y737TA790,25000,Moscow Oblast,2024
48440,T762HT790,100000,Moscow Oblast,2023
48441,X632EM977,30000,Moscow,2025
48442,A242MP90,500000,Moscow Oblast,2022
48443,M163AX977,100000,Moscow,2025
48444,A004AA93,5350000,Krasnodar Krai,2024
48445,K001OY77,1300000,Moscow,2024
48446,A002AH34,150000,Volgograd Oblast,2023
48447,X123AY761,500000,Rostov Oblast,2025
48448,P707OM71,120000,Tula Oblast,2024
48449,P707OM71,100000,Tula Oblast,2024
48450,P707OM71,80000,Tula Oblast,2024
48451,P707OM71,100000,Tula Oblast,2024
48452,E823AB99,390000,Moscow,2023
48453,E823AB99,400000,Moscow,2023
48454,M707BM68,50000,Tambov Oblast,2023
48455,M535MM99,2700000,Moscow,2025
48456,K990MK797,130000,Moscow,2024
48457,A001YX190,200000,Moscow Oblast,2022
48458,A001YX190,180000,Moscow Oblast,2022
48459,A001YX190,170000,Moscow Oblast,2022
48460,E999HO99,1999999,Moscow,2023
48461,P009OA27,480000,Khabarovsk Krai,2024
48462,H707ME150,100000,Moscow Oblast,2023
48463,P736AK550,60000,Moscow Oblast,2024
48464,A041OA41,100000,Kamchatka Krai,2022
48465,B050EP790,80000,Moscow Oblast,2024
48466,E052PX797,79000,Moscow,2025
48467,P333KK777,450000,Moscow,2023
48468,O003YH750,50000,Moscow Oblast,2022
48469,O007MA150,200000,Moscow Oblast,2022
48470,O007MA150,230000,Moscow Oblast,2022
48471,O007MA150,250000,Moscow Oblast,2022
48472,O007MA150,230000,Moscow Oblast,2022
48473,O007MA150,250000,Moscow Oblast,2022
48474,O007MA150,230000,Moscow Oblast,2022
48475,O007MA150,240000,Moscow Oblast,2022
48476,O007MA150,230000,Moscow Oblast,2022
48477,O007MA150,200000,Moscow Oblast,2022
48478,O007MA150,230000,Moscow Oblast,2022
48479,O007MA150,250000,Moscow Oblast,2023
48480,E448CP797,55000,Moscow,2025
48481,B882PY77,150000,Moscow,2023
48482,T333AY196,250000,Sverdlovsk Oblast,2024
48483,B005XO190,180000,Moscow Oblast,2025
48484,E090TO90,160000,Moscow Oblast,2023
48485,E888PK790,270000,Moscow Oblast,2023
48486,X848BB550,120000,Moscow Oblast,2024
48487,T535MY797,60000,Moscow,2025
48488,C808MH716,50000,Republic of Tatarstan,2024
48489,K400YT97,150000,Moscow,2024
48490,B888YP77,1100000,Moscow,2025
48491,E616AA550,90000,Moscow Oblast,2024
48492,Y700TC790,135000,Moscow Oblast,2023
48493,X011MM177,300000,Moscow,2022
48494,B227MY797,77000,Moscow,2025
48495,K777CX199,885000,Moscow,2024
48496,Y202PX193,100000,Krasnodar Krai,2023
48497,C777CE97,1900000,Moscow,2025
48498,X181AC18,200000,Udmurt Republic,2024
48499,C324TO797,75000,Moscow,2025
48500,X707KH777,250000,Moscow,2022
48501,A077MY77,500000,Moscow,2023
48502,M740MM197,999999,Moscow,2023
48503,M740MM197,1200000,Moscow,2024
48504,A001YE42,50000000,Kemerovo Oblast,2023
48505,M444YY37,110000,Ivanovo Oblast,2022
48506,X064TT797,60000,Moscow,2024
48507,X064TT797,90000,Moscow,2024
48508,E414YC161,35000,Rostov Oblast,2024
48509,X003YT38,120000,Irkutsk Oblast,2023
48510,B223EO29,100000,Arkhangelsk Oblast,2024
48511,K323YE26,1000000,Stavropol Krai,2024
48512,O707OA71,170000,Tula Oblast,2024
48513,K082OX797,70000,Moscow,2024
48514,O529CC797,65000,Moscow,2025
48515,B970BH977,120000,Moscow,2024
48516,M911EH193,150000,Krasnodar Krai,2022
48517,A999YY98,249000,Saint Petersburg,2023
48518,B075OO750,350000,Moscow Oblast,2024
48519,A113AA777,2150000,Moscow,2024
48520,A008BA790,100000,Moscow Oblast,2023
48521,P002YT77,300000,Moscow,2021
48522,A333PO750,1200000,Moscow Oblast,2023
48523,T500EA142,90000,Kemerovo Oblast,2024
48524,C170CC150,349000,Moscow Oblast,2024
48525,A049YE197,150000,Moscow,2025
48526,X007YM777,1250000,Moscow,2025
48527,M005YP99,2200000,Moscow,2023
48528,M005YP99,2750000,Moscow,2025
48529,H353MA193,120000,Krasnodar Krai,2023
48530,X555YT750,160000,Moscow Oblast,2022
48531,X555YT750,140000,Moscow Oblast,2022
48532,M232EX777,1000000,Moscow,2024
48533,P095PH26,45000,Stavropol Krai,2024
48534,A006AM250,160000,Moscow Oblast,2025
48535,X055XP150,190000,Moscow Oblast,2025
48536,E997AX799,150000,Moscow,2023
48537,X006HC750,165000,Moscow Oblast,2024
48538,C999HC197,840000,Moscow,2025
48539,A001YH777,1100000,Moscow,2025
48540,B644BB199,300000,Moscow,2024
48541,B888XE177,750000,Moscow,2024
48542,A087YY797,140000,Moscow,2024
48543,E222CM190,170000,Moscow Oblast,2023
48544,E050AT193,80000,Krasnodar Krai,2023
48545,M002PC177,1000000,Moscow,2023
48546,T333TT15,2000000,Republic of North Ossetia,2025
48547,C111TH150,370000,Moscow Oblast,2025
48548,H090CX71,40000,Tula Oblast,2024
48549,X800XX87,650000,Chukotka Autonomous Okrug,2023
48550,C180KP97,1500000,Moscow,2024
48551,H989BA550,30000,Moscow Oblast,2025
48552,E060PP199,60000,Moscow,2023
48553,P206HB797,50000,Moscow,2024
48554,C063AK799,150000,Moscow,2025
48555,O002HB56,250000,Orenburg Oblast,2024
48556,C001EO77,15000000,Moscow,2024
48557,C019TY797,80000,Moscow,2024
48558,C019TY797,85000,Moscow,2024
48559,C019TY797,80000,Moscow,2024
48560,A707AB550,100000,Moscow Oblast,2024
48561,A707AB550,150000,Moscow Oblast,2025
48562,P077MY799,100000,Moscow,2024
48563,O090YO777,400000,Moscow,2025
48564,C385OB797,45000,Moscow,2025
48565,Y100TT797,280000,Moscow,2024
48566,A461AA40,550000,Kaluga Oblast,2023
48567,K262YB790,500000,Moscow Oblast,2024
48568,P300AB550,340000,Moscow Oblast,2025
48569,K057OY797,70000,Moscow,2025
48570,O101PK152,65000,Nizhny Novgorod Oblast,2023
48571,C727TB797,100000,Moscow,2024
48572,E024TY797,125000,Moscow,2025
48573,K006OB154,300000,Novosibirsk Oblast,2023
48574,P228XY102,100000,Republic of Bashkortostan,2024
48575,B900TY197,175000,Moscow,2025
48576,M404TE797,110000,Moscow,2025
48577,C061AO797,90000,Moscow,2025
48578,H232HM99,100000,Moscow,2022
48579,B636PX790,50000,Moscow Oblast,2024
48580,E418BA99,230000,Moscow,2025
48581,E111OA197,1000000,Moscow,2024
48582,M031MM190,880000,Moscow Oblast,2025
48583,M454KM82,120000,Republic of Crimea,2023
48584,P708OO797,30000,Moscow,2024
48585,B500YM116,130000,Republic of Tatarstan,2024
48586,Y031AB550,85000,Moscow Oblast,2025
48587,X707CX71,300000,Tula Oblast,2024
48588,O700OX797,300000,Moscow,2024
48589,P080XT55,250000,Omsk Oblast,2024
48590,A050TB09,100000,Karachay-Cherkess Republic,2024
48591,B288OP28,120000,Amur Oblast,2022
48592,B404OM38,100000,Irkutsk Oblast,2024
48593,K213MC797,50000,Moscow,2023
48594,B300BT43,105000,Kirov Oblast,2024
48595,K137TK797,60000,Moscow,2025
48596,T018YO790,50000,Moscow Oblast,2024
48597,O707YB777,175000,Moscow,2021
48598,O989CK178,400000,Saint Petersburg,2024
48599,M538KM977,60000,Moscow,2025
48600,T728OX797,60000,Moscow,2024
48601,X199OP797,80000,Moscow,2024
48602,H009HH69,800000,Tver Oblast,2025
48603,O066TO797,50000,Moscow,2024
48604,P545HP05,150000,Republic of Dagestan,2023
48605,P001KO190,210000,Moscow Oblast,2022
48606,C949PP797,85000,Moscow,2024
48607,H777OY47,350000,Leningrad Oblast,2022
48608,M333TY790,340000,Moscow Oblast,2024
48609,H144BB178,2000000,Saint Petersburg,2024
48610,C777BO150,3000000,Moscow Oblast,2024
48611,C777BO150,2000000,Moscow Oblast,2024
48612,C777BO150,3500000,Moscow Oblast,2024
48613,C777BO150,5000000,Moscow Oblast,2024
48614,C777BO150,4000000,Moscow Oblast,2024
48615,P737PT797,200000,Moscow,2024
48616,T400HB777,170000,Moscow,2025
48617,E911EE90,3333333,Moscow Oblast,2024
48618,M770OO197,85000,Moscow,2021
48619,K007OE190,350000,Moscow Oblast,2025
48620,X171AP761,150000,Rostov Oblast,2023
48621,H767KX07,100000,Kabardino-Balkarian Republic,2024
48622,T100EC761,170000,Rostov Oblast,2023
48623,Y340AK34,150000,Volgograd Oblast,2024
48624,A028OO82,150000,Republic of Crimea,2024
48625,X123OO797,240000,Moscow,2024
48626,E177KX69,350000,Tver Oblast,2025
48627,X999XK98,8500000,Saint Petersburg,2024
48628,M006XT123,150000,Krasnodar Krai,2024
48629,K007MM196,550000,Sverdlovsk Oblast,2022
48630,Y676HE797,30000,Moscow,2025
48631,M969BT550,45000,Moscow Oblast,2024
48632,M969BT550,50000,Moscow Oblast,2025
48633,B222KC43,30000,Kirov Oblast,2022
48634,H979CY797,125000,Moscow,2025
48635,T078YO790,45000,Moscow Oblast,2025
48636,T351TT47,80000,Leningrad Oblast,2023
48637,K222KP95,600000,Chechen Republic,2024
48638,P544PB797,55000,Moscow,2025
48639,X095XE77,300000,Moscow,2024
48640,X095XE77,250000,Moscow,2024
48641,X095XE77,350000,Moscow,2025
48642,X818OH797,80000,Moscow,2024
48643,E888KB190,320000,Moscow Oblast,2022
48644,H537PB797,30000,Moscow,2024
48645,C444EE50,300000,Moscow Oblast,2023
48646,C444EE50,445000,Moscow Oblast,2025
48647,X121OE150,30000,Moscow Oblast,2024
48648,K086XX86,250000,Khanty-Mansi Autonomous Okrug,2024
48649,O083XY26,100000,Stavropol Krai,2023
48650,B771XX27,50000,Khabarovsk Krai,2024
48651,O557OO116,70000,Republic of Tatarstan,2023
48652,A197AK197,350000,Moscow,2023
48653,X359PT797,30000,Moscow,2025
48654,X989XX50,300000,Moscow Oblast,2021
48655,X989XX50,330000,Moscow Oblast,2022
48656,X989XX50,350000,Moscow Oblast,2022
48657,X001CC77,3500000,Moscow,2025
48658,A800HO190,250000,Moscow Oblast,2024
48659,A400HA761,100000,Rostov Oblast,2024
48660,C550AC550,400000,Moscow Oblast,2025
48661,Y600CC116,50000,Republic of Tatarstan,2023
48662,C999KP26,4500000,Stavropol Krai,2025
48663,P361PP99,500000,Moscow,2024
48664,H200BM977,60000,Moscow,2023
48665,O061TE797,40000,Moscow,2025
48666,K666PO69,200000,Tver Oblast,2025
48667,T618KK977,60000,Moscow,2024
48668,A353BX716,35000,Republic of Tatarstan,2023
48669,O777OM199,1400000,Moscow,2025
48670,A666OA777,1500000,Moscow,2024
48671,X476KK977,60000,Moscow,2025
48672,B703AB550,60000,Moscow Oblast,2024
48673,A525MM99,760000,Moscow,2023
48674,H300AX177,600000,Moscow,2024
48675,T444TK54,155000,Novosibirsk Oblast,2023
48676,K252ET790,30000,Moscow Oblast,2023
48677,H200OT126,50000,Stavropol Krai,2024
48678,M400KT716,130000,Republic of Tatarstan,2022
48679,X696TE797,45000,Moscow,2024
48680,X696TE797,40000,Moscow,2025
48681,A500HO797,120000,Moscow,2023
48682,C013TO05,350000,Republic of Dagestan,2024
48683,E334YM33,30000,Vladimir Oblast,2024
48684,B828PK797,65000,Moscow,2024
48685,A228MM99,1000000,Moscow,2025
48686,T046CP123,100000,Krasnodar Krai,2023
48687,O900PP33,150000,Vladimir Oblast,2024
48688,B222ET777,3500000,Moscow,2022
48689,Y008MX199,140000,Moscow,2022
48690,Y008MX199,130000,Moscow,2022
48691,Y008MX199,150000,Moscow,2023
48692,Y008MX199,120000,Moscow,2023
48693,Y008MX199,130000,Moscow,2023
48694,M003AC198,150000,Saint Petersburg,2024
48695,Y767AO199,50000,Moscow,2023
48696,E177XE177,740000,Moscow,2025
48697,H111BH790,333000,Moscow Oblast,2023
48698,C311KP199,400000,Moscow,2023
48699,M360OP65,30000,Sakhalin Oblast,2023
48700,O199XK199,250000,Moscow,2023
48701,E555BY198,2000000,Saint Petersburg,2024
48702,K686OK77,150000,Moscow,2025
48703,C700XC777,500000,Moscow,2025
48704,M499KA977,140000,Moscow,2024
48705,P787PC797,200000,Moscow,2025
48706,A477YE77,550000,Moscow,2025
48707,P014AC977,35000,Moscow,2023
48708,Y013HH05,160000,Republic of Dagestan,2024
48709,X787AH790,180000,Moscow Oblast,2024
48710,K535AP50,800000,Moscow Oblast,2022
48711,P013KH797,100000,Moscow,2024
48712,O700HK797,150000,Moscow,2024
48713,A354BK550,55000,Moscow Oblast,2025
48714,X276AM777,100000,Moscow,2023
48715,X276AM777,120000,Moscow,2023
48716,X276AM777,100000,Moscow,2023
48717,X276AM777,110000,Moscow,2023
48718,B014TE797,50000,Moscow,2025
48719,Y333PH77,500000,Moscow,2024
48720,Y333PH77,570000,Moscow,2024
48721,Y333PH77,555000,Moscow,2024
48722,Y333PH77,510000,Moscow,2025
48723,Y333PH77,530000,Moscow,2025
48724,T686YM193,40000,Krasnodar Krai,2024
48725,H087XB126,200000,Stavropol Krai,2024
48726,O505CA68,100000,Tambov Oblast,2022
48727,P313HP177,90000,Moscow,2025
48728,Y007PB178,700000,Saint Petersburg,2024
48729,H868HH40,3000000,Kaluga Oblast,2022
48730,P385OH797,70000,Moscow,2024
48731,K222CB197,500000,Moscow,2024
48732,K222CB197,400000,Moscow,2024
48733,K222CB197,350000,Moscow,2024
48734,K222CB197,400000,Moscow,2024
48735,K222CB197,350000,Moscow,2024
48736,T907OY77,250000,Moscow,2024
48737,H545OT797,45000,Moscow,2023
48738,O046OC46,320000,Kursk Oblast,2022
48739,X333XO77,1100000,Moscow,2024
48740,X333XO77,999000,Moscow,2024
48741,X333XO77,950000,Moscow,2024
48742,O357BM797,50000,Moscow,2022
48743,T540TT50,300001,Moscow Oblast,2024
48744,B142BB77,350000,Moscow,2023
48745,A552AA777,899000,Moscow,2023
48746,Y118CY797,60000,Moscow,2025
48747,A887MO77,3300000,Moscow,2024
48748,M202TX797,70000,Moscow,2025
48749,T393PY33,30000,Vladimir Oblast,2024
48750,O063TP797,350000,Moscow,2024
48751,O063TP797,225000,Moscow,2024
48752,X600AM152,80000,Nizhny Novgorod Oblast,2023
48753,E010HY35,170000,Vologda Oblast,2023
48754,T272BX977,70000,Moscow,2024
48755,K228TK197,60000,Moscow,2022
48756,X797KK777,200000,Moscow,2023
48757,A929PM123,70000,Krasnodar Krai,2023
48758,A494AO790,110000,Moscow Oblast,2025
48759,P009TY99,900000,Moscow,2024
48760,B797TB77,350000,Moscow,2024
48761,K500EP197,300000,Moscow,2025
48762,K850TY797,70000,Moscow,2025
48763,X789AM152,200000,Nizhny Novgorod Oblast,2023
48764,A390MP90,995000,Moscow Oblast,2022
48765,Y700TO197,250000,Moscow,2022
48766,Y031EX31,200000,Belgorod Oblast,2024
48767,T008CM199,90000,Moscow,2022
48768,B696MT797,25000,Moscow,2022
48769,O924MP77,1300000,Moscow,2024
48770,O924MP77,1499000,Moscow,2025
48771,X444AM50,600000,Moscow Oblast,2023
48772,B777OP123,5000000,Krasnodar Krai,2024
48773,B777OP123,3500000,Krasnodar Krai,2024
48774,B777OP123,3000000,Krasnodar Krai,2024
48775,E095EE197,1000000,Moscow,2023
48776,C050AM550,150000,Moscow Oblast,2024
48777,X151HB797,55000,Moscow,2023
48778,A494PY797,80000,Moscow,2024
48779,K009YH177,120000,Moscow,2023
48780,C666XE102,90000,Republic of Bashkortostan,2022
48781,B940OB797,100000,Moscow,2024
48782,P001XT178,210000,Saint Petersburg,2023
48783,A660OK01,25000,Republic of Adygea,2023
48784,E001OE90,1550000,Moscow Oblast,2025
48785,H303ET27,40000,Khabarovsk Krai,2022
48786,O006OH63,400000,Samara Oblast,2024
48787,K920AH550,100000,Moscow Oblast,2024
48788,K069PY797,50000,Moscow,2024
48789,E255KX761,100000,Rostov Oblast,2023
48790,H001YO197,420000,Moscow,2023
48791,H777XE178,200000,Saint Petersburg,2022
48792,C500CC90,2980000,Moscow Oblast,2025
48793,C500CC90,3000000,Moscow Oblast,2025
48794,C379BX97,90000,Moscow,2023
48795,M063MM150,2480000,Moscow Oblast,2024
